slug,maker,models,group,element,gr_target_db,hz,gr_db
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,500.0,15.198
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,5000.0,15.198
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,63.0,14.111
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,630.0,15.193
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,6300.0,15.193
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,80.0,14.236
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,800.0,15.198
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,8000.0,14.264
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,100.0,2.691
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,1000.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,10000.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,125.0,2.753
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,1250.0,2.96
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,12500.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,160.0,2.814
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,1600.0,2.929
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,200.0,2.861
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,2000.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,250.0,2.902
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,2500.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,31.5,2.309
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,315.0,2.94
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,3150.0,2.962
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,40.0,2.408
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,400.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,4000.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,50.0,2.489
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,500.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,5000.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,63.0,2.567
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,630.0,2.96
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,6300.0,2.959
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,80.0,2.635
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,800.0,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,8000.0,2.056
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,100.0,5.962
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,1000.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,10000.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,125.0,6.015
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,1250.0,6.22
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,12500.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,160.0,6.071
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,1600.0,6.188
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,200.0,6.12
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,2000.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,250.0,6.161
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,2500.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,31.5,5.707
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,315.0,6.199
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,3150.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,40.0,5.761
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,400.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,4000.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,50.0,5.807
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,500.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,5000.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,63.0,5.856
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,630.0,6.219
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,6300.0,6.218
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,80.0,5.91
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,800.0,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,8000.0,5.296
kh_comp,Kilohearts,clean digital,digital,digital,10.0,100.0,9.065
kh_comp,Kilohearts,clean digital,digital,digital,10.0,1000.0,9.063
kh_comp,Kilohearts,clean digital,digital,digital,10.0,10000.0,9.078
kh_comp,Kilohearts,clean digital,digital,digital,10.0,125.0,9.066
kh_comp,Kilohearts,clean digital,digital,digital,10.0,1250.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,10.0,12500.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,160.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,1600.0,9.073
kh_comp,Kilohearts,clean digital,digital,digital,10.0,200.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,2000.0,9.078
kh_comp,Kilohearts,clean digital,digital,digital,10.0,250.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,2500.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,31.5,9.045
kh_comp,Kilohearts,clean digital,digital,digital,10.0,315.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,3150.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,10.0,40.0,9.053
kh_comp,Kilohearts,clean digital,digital,digital,10.0,400.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,10.0,4000.0,9.065
kh_comp,Kilohearts,clean digital,digital,digital,10.0,50.0,9.058
kh_comp,Kilohearts,clean digital,digital,digital,10.0,500.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,5000.0,9.063
kh_comp,Kilohearts,clean digital,digital,digital,10.0,63.0,9.062
kh_comp,Kilohearts,clean digital,digital,digital,10.0,630.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,10.0,6300.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,10.0,80.0,9.064
kh_comp,Kilohearts,clean digital,digital,digital,10.0,800.0,9.069
kh_comp,Kilohearts,clean digital,digital,digital,10.0,8000.0,8.693
kh_comp,Kilohearts,clean digital,digital,digital,15.0,100.0,9.065
kh_comp,Kilohearts,clean digital,digital,digital,15.0,1000.0,9.063
kh_comp,Kilohearts,clean digital,digital,digital,15.0,10000.0,9.078
kh_comp,Kilohearts,clean digital,digital,digital,15.0,125.0,9.066
kh_comp,Kilohearts,clean digital,digital,digital,15.0,1250.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,15.0,12500.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,160.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,1600.0,9.073
kh_comp,Kilohearts,clean digital,digital,digital,15.0,200.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,2000.0,9.078
kh_comp,Kilohearts,clean digital,digital,digital,15.0,250.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,2500.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,31.5,9.045
kh_comp,Kilohearts,clean digital,digital,digital,15.0,315.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,3150.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,15.0,40.0,9.053
kh_comp,Kilohearts,clean digital,digital,digital,15.0,400.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,15.0,4000.0,9.065
kh_comp,Kilohearts,clean digital,digital,digital,15.0,50.0,9.058
kh_comp,Kilohearts,clean digital,digital,digital,15.0,500.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,5000.0,9.063
kh_comp,Kilohearts,clean digital,digital,digital,15.0,63.0,9.062
kh_comp,Kilohearts,clean digital,digital,digital,15.0,630.0,9.068
kh_comp,Kilohearts,clean digital,digital,digital,15.0,6300.0,9.067
kh_comp,Kilohearts,clean digital,digital,digital,15.0,80.0,9.064
kh_comp,Kilohearts,clean digital,digital,digital,15.0,800.0,9.069
kh_comp,Kilohearts,clean digital,digital,digital,15.0,8000.0,8.693
kh_comp,Kilohearts,clean digital,digital,digital,3.0,100.0,2.165
kh_comp,Kilohearts,clean digital,digital,digital,3.0,1000.0,2.163
kh_comp,Kilohearts,clean digital,digital,digital,3.0,10000.0,2.178
kh_comp,Kilohearts,clean digital,digital,digital,3.0,125.0,2.166
kh_comp,Kilohearts,clean digital,digital,digital,3.0,1250.0,2.168
kh_comp,Kilohearts,clean digital,digital,digital,3.0,12500.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,160.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,1600.0,2.173
kh_comp,Kilohearts,clean digital,digital,digital,3.0,200.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,2000.0,2.178
kh_comp,Kilohearts,clean digital,digital,digital,3.0,250.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,2500.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,31.5,2.145
kh_comp,Kilohearts,clean digital,digital,digital,3.0,315.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,3150.0,2.168
kh_comp,Kilohearts,clean digital,digital,digital,3.0,40.0,2.153
kh_comp,Kilohearts,clean digital,digital,digital,3.0,400.0,2.168
kh_comp,Kilohearts,clean digital,digital,digital,3.0,4000.0,2.165
kh_comp,Kilohearts,clean digital,digital,digital,3.0,50.0,2.158
kh_comp,Kilohearts,clean digital,digital,digital,3.0,500.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,5000.0,2.163
kh_comp,Kilohearts,clean digital,digital,digital,3.0,63.0,2.162
kh_comp,Kilohearts,clean digital,digital,digital,3.0,630.0,2.168
kh_comp,Kilohearts,clean digital,digital,digital,3.0,6300.0,2.167
kh_comp,Kilohearts,clean digital,digital,digital,3.0,80.0,2.164
kh_comp,Kilohearts,clean digital,digital,digital,3.0,800.0,2.169
kh_comp,Kilohearts,clean digital,digital,digital,3.0,8000.0,1.793
kh_comp,Kilohearts,clean digital,digital,digital,6.0,100.0,6.765
kh_comp,Kilohearts,clean digital,digital,digital,6.0,1000.0,6.763
kh_comp,Kilohearts,clean digital,digital,digital,6.0,10000.0,6.778
kh_comp,Kilohearts,clean digital,digital,digital,6.0,125.0,6.766
kh_comp,Kilohearts,clean digital,digital,digital,6.0,1250.0,6.768
kh_comp,Kilohearts,clean digital,digital,digital,6.0,12500.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,160.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,1600.0,6.773
kh_comp,Kilohearts,clean digital,digital,digital,6.0,200.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,2000.0,6.778
kh_comp,Kilohearts,clean digital,digital,digital,6.0,250.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,2500.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,31.5,6.745
kh_comp,Kilohearts,clean digital,digital,digital,6.0,315.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,3150.0,6.768
kh_comp,Kilohearts,clean digital,digital,digital,6.0,40.0,6.753
kh_comp,Kilohearts,clean digital,digital,digital,6.0,400.0,6.768
kh_comp,Kilohearts,clean digital,digital,digital,6.0,4000.0,6.765
kh_comp,Kilohearts,clean digital,digital,digital,6.0,50.0,6.758
kh_comp,Kilohearts,clean digital,digital,digital,6.0,500.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,5000.0,6.763
kh_comp,Kilohearts,clean digital,digital,digital,6.0,63.0,6.762
kh_comp,Kilohearts,clean digital,digital,digital,6.0,630.0,6.768
kh_comp,Kilohearts,clean digital,digital,digital,6.0,6300.0,6.767
kh_comp,Kilohearts,clean digital,digital,digital,6.0,80.0,6.764
kh_comp,Kilohearts,clean digital,digital,digital,6.0,800.0,6.769
kh_comp,Kilohearts,clean digital,digital,digital,6.0,8000.0,6.393
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,100.0,10.11
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,1000.0,10.108
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,10000.0,9.902
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,125.0,10.112
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,1250.0,10.108
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,12500.0,9.866
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,160.0,10.112
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,1600.0,10.107
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,200.0,10.111
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,2000.0,10.106
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,250.0,10.11
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,2500.0,10.104
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,31.5,9.319
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,315.0,10.11
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,3150.0,10.1
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,40.0,9.741
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,400.0,10.109
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,4000.0,10.093
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,50.0,9.975
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,500.0,10.109
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,5000.0,10.075
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,63.0,10.073
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,630.0,10.109
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,6300.0,10.041
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,80.0,10.102
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,800.0,10.109
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,8000.0,9.98
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,100.0,15.04
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,1000.0,15.037
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,10000.0,14.829
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,125.0,15.042
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,1250.0,15.037
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,12500.0,14.792
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,160.0,15.041
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,1600.0,15.036
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,200.0,15.04
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,2000.0,15.035
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,250.0,15.039
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,2500.0,15.033
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,31.5,14.277
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,315.0,15.039
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,3150.0,15.029
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,40.0,14.691
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,400.0,15.038
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,4000.0,15.019
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,50.0,14.917
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,500.0,15.038
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,5000.0,15.003
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,63.0,15.007
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,630.0,15.037
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,6300.0,14.969
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,80.0,15.033
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,800.0,15.037
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,8000.0,14.896
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,100.0,3.013
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,1000.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,10000.0,2.825
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,125.0,3.017
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,1250.0,3.017
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,12500.0,2.791
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,160.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,1600.0,3.017
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,200.0,3.019
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,2000.0,3.016
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,250.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,2500.0,3.014
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,31.5,2.138
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,315.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,3150.0,3.01
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,40.0,2.556
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,400.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,4000.0,3.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,50.0,2.825
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,500.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,5000.0,2.986
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,63.0,2.962
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,630.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,6300.0,2.954
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,80.0,3.002
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,800.0,3.018
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,8000.0,2.888
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,100.0,6.002
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,1000.0,6.003
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,10000.0,5.803
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,125.0,6.005
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,1250.0,6.003
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,12500.0,5.767
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,160.0,6.006
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,1600.0,6.002
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,200.0,6.005
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,2000.0,6.001
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,250.0,6.005
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,2500.0,6.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,31.5,5.163
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,315.0,6.004
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,3150.0,5.996
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,40.0,5.598
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,400.0,6.004
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,4000.0,5.985
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,50.0,5.847
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,500.0,6.004
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,5000.0,5.97
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,63.0,5.961
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,630.0,6.004
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,6300.0,5.937
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,80.0,5.993
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,800.0,6.004
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,8000.0,5.882
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,100.0,14.253
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,1000.0,10.634
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,10000.0,10.441
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,125.0,14.265
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,1250.0,10.667
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,12500.0,10.458
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,160.0,14.085
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,1600.0,10.801
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,200.0,13.719
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,2000.0,10.973
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,250.0,13.185
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,2500.0,11.157
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,31.5,13.598
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,315.0,12.534
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,3150.0,11.325
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,40.0,13.69
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,400.0,11.869
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,4000.0,11.439
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,50.0,13.813
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,500.0,11.344
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,5000.0,11.459
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,63.0,13.97
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,630.0,10.949
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,6300.0,11.315
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,80.0,14.138
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,800.0,10.712
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,8000.0,10.837
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,100.0,18.972
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,1000.0,15.75
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,10000.0,15.72
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,125.0,19.024
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,1250.0,15.825
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,12500.0,15.739
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,160.0,18.892
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,1600.0,15.998
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,200.0,18.566
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,2000.0,16.198
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,250.0,18.071
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,2500.0,16.404
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,31.5,18.216
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,315.0,17.456
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,3150.0,16.589
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,40.0,18.316
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,400.0,16.826
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,4000.0,16.715
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,50.0,18.452
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,500.0,16.335
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,5000.0,16.741
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,63.0,18.628
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,630.0,15.978
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,6300.0,16.601
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,80.0,18.823
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,800.0,15.785
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,15.0,8000.0,16.12
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,3.0,100.0,8.26
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,3.0,1000.0,4.386
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,3.0,10000.0,4.039
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,3.0,125.0,8.214
