slug,maker,models,group,element,gr_target_db,marking,phase,time_ms,gr_db
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,attack,5.0,1.4700603248488169
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,attack,50.0,7.6739781508942935
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,attack,500.0,9.222626740677745
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,attack,5000.0,9.246803352525035e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,0.1,9.220366559080993
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,0.2,9.24254419341241
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,0.5,9.134203620691519
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,1.0,8.962481910214382
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,10.0,5.720122045725262
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,100.0,0.08870787940732505
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,1000.0,0.0005023233813696848
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,2.0,8.348419068847992
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,20.0,3.5360657332312906
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,200.0,0.00396950400915852
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,2000.0,0.00020766241756398074
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,5.0,7.278073315267194
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,50.0,0.8437918065325887
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,500.0,0.0010583738029286138
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=False,release,5000.0,-4.142135361462351e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,0.1,0.9772757617578423
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,0.2,1.812850466224015
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,0.5,4.465639364802907
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,1.0,6.908162748786015
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,10.0,12.753313653219045
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,100.0,12.892583809868334
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,1000.0,12.891804496408465
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,2.0,9.519579071428668
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,20.0,12.889040089684151
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,200.0,12.892152257941877
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,2000.0,12.8757584009188
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,5.0,12.074539906409651
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,50.0,12.89344597499666
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,500.0,12.891892508476705
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,attack,5000.0,3.676270462626974e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,0.1,12.889605383802092
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,0.2,12.921497429527093
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,0.5,12.767037986828075
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,1.0,12.523590293300657
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,10.0,7.958304016019019
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,100.0,0.034830358852291354
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,1000.0,0.0005183975928151341
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,2.0,11.660895296209686
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,20.0,4.884282995344691
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,200.0,0.003115750947609186
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,2000.0,0.00017185062103397541
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,5.0,10.151772408266517
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,50.0,1.096239711851907
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,500.0,0.0011742520226878383
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,atk_mode_comp=True,release,5000.0,-0.00012372108601343967
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,0.1,0.030854190802232395
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,0.2,0.06038984003854697
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,0.5,0.16860398614108885
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,1.0,0.3217319795112834
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,10.0,2.7094894636589117
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,100.0,8.969926865826839
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,1000.0,9.222576478451048
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,2.0,0.6195526019336226
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,20.0,4.643934188178245
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,200.0,9.216345072000262
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,2000.0,9.210538176796947
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,5.0,1.4700603636405072
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,50.0,7.673978604545977
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,500.0,9.22262701947637
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,attack,5000.0,8.959985167411588e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,0.1,9.22037509616021
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,0.2,9.24256388005612
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,0.5,9.134226301526699
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,1.0,8.962511183220995
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,10.0,5.720126395329834
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,100.0,0.08870977782647493
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,1000.0,0.0005026790298998662
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,2.0,8.34841531414909
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,20.0,3.5360689869425586
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,200.0,0.003971192260574519
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,2000.0,0.00020650960373735927
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,5.0,7.278078650300378
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,50.0,0.8437940197589251
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,500.0,0.0010595321325199691
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=False,release,5000.0,-5.3572503624366163e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,0.1,0.026956010439385558
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,0.2,0.05271203646158451
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,0.5,0.14461486169808246
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,1.0,0.27532979042655903
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,10.0,2.3506727667501637
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,100.0,8.48428043899429
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,1000.0,9.19481944787811
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,2.0,0.5302883481863203
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,20.0,4.097058791617836
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,200.0,9.086282007757411
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,2000.0,9.193323053898398
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,5.0,1.2641414477920776
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,50.0,6.944697103669565
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,500.0,9.194481076577992
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,attack,5000.0,0.00010277656491641807
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,0.1,9.195256642545257
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,0.2,9.20061739912134
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,0.5,9.178368547032738
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,1.0,9.143439107187262
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,10.0,8.302102038110037
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,100.0,0.19864756473259781
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,1000.0,0.0005152121488380956
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,2.0,9.00821637537217
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,20.0,7.401564370001186
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,200.0,0.002712244000660391
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,2000.0,0.0002195167999996528
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,5.0,8.752420540762033
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,50.0,4.700255967806472
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,500.0,0.0010710758033685153
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,rel_mode=True,release,5000.0,-4.028775967235276e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,0.1,0.030853133909643837
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,0.2,0.06039338959069518
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,0.5,0.16860064785695617
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,1.0,0.32172995406932614
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,10.0,2.7094893032797556
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,100.0,8.96992607576415
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,1000.0,9.222576369551208
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,2.0,0.6195533473515207
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,20.0,4.643933857362085
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,200.0,9.216344371581567
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,2000.0,9.210523223493684
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,5.0,1.4700602959928637
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,50.0,7.673977940748994
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,500.0,9.222626606941368
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,attack,5000.0,9.37094930932858e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,0.1,9.22036281657451
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,0.2,9.24253557865963
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,0.5,9.13419369753311
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,1.0,8.9624691063361
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,10.0,5.720120133090225
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,100.0,0.08870703791420187
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,1000.0,0.0005021560623967858
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,2.0,8.348420697722784
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,20.0,3.536064299489947
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,200.0,0.003968754357082993
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,2000.0,0.0002081542802150338
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,5.0,7.278070972010608
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,50.0,0.8437908274720813
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,500.0,0.001057855721000145
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,10.0,as_set,release,5000.0,-3.6123343213567694e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,0.1,0.030853133909643837
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,0.2,0.06039338959069518
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,0.5,0.16860064785695617
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,1.0,0.32172995406932614
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,10.0,2.7094893032797556
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,100.0,8.96992607576415
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,1000.0,9.222576369551208
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,2.0,0.6195533473515207
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,20.0,4.643933857362085
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,200.0,9.216344371581567
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,2000.0,9.210523223493684
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,5.0,1.4700602959928637
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,50.0,7.673977940748994
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,500.0,9.222626606941368
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,attack,5000.0,9.37094930932858e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,0.1,9.22036281657451
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,0.2,9.24253557865963
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,0.5,9.13419369753311
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,1.0,8.9624691063361
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,10.0,5.720120133090225
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,100.0,0.08870703791420187
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,1000.0,0.0005021560623967858
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,2.0,8.348420697722784
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,20.0,3.536064299489947
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,200.0,0.003968754357082993
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,2000.0,0.0002081542802150338
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,5.0,7.278070972010608
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,50.0,0.8437908274720813
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,500.0,0.001057855721000145
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,15.0,as_set,release,5000.0,-3.6123343213567694e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,0.1,0.010938062444642682
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,0.2,0.0225434420589532
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,0.5,0.061556299587143926
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,1.0,0.11749813017009458
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,10.0,0.9886472732973153
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,100.0,3.1966230580700863
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,1000.0,3.2709603516074743
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,2.0,0.22617016056764916
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,20.0,1.689201182923084
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,200.0,3.2694859603378132
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,2000.0,3.2667045892620736
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,5.0,0.5364602900883972
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,50.0,2.7536954747661015
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,500.0,3.2709725766112827
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,attack,5000.0,5.623509440466634e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,0.1,3.2702340622662036
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,0.2,3.277963365446512
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,0.5,3.239480658887312
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,1.0,3.179041302837647
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,10.0,2.0286454896338073
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,100.0,0.028755999498099705
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,1000.0,0.00025219338639814737
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,2.0,2.9601063816778823
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,20.0,1.2534800604772571
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,200.0,0.0015162694981927238
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,2000.0,0.00011114759791208684
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,5.0,2.581320505143699
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,50.0,0.29727409172736197
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,500.0,0.0005187457036743837
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,3.0,as_set,release,5000.0,-6.1089629763699804e-06
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,0.1,0.019652018708683716
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,0.2,0.03921854798506219
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,0.5,0.10851111582286688
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,1.0,0.20707657406132718
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,10.0,1.743253073436517
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,100.0,5.723841252661174
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,1000.0,5.868556606427726
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,2.0,0.3987008502645004
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,20.0,2.9877781876873075
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,200.0,5.865694072017435
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,2000.0,5.860862454201998
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,5.0,0.9458673587047435
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,50.0,4.907138475245576
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,500.0,5.868582409994937
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,attack,5000.0,8.861901788925763e-05
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,release,0.1,5.86714724832049
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,release,0.2,5.881122606079954
solid_dynamics,Softube,SSL 4000 channel dynamics,vca-sslchannel,vca,6.0,as_set,release,0.5,5.812146471997757
