slug,maker,models,group,setting,depth,matched,hz,level_dbfs,thd_pct,thd_db,gain_db,noise_floor_db,clipped,rejected_runs,h2,h3,h4,h5,h6,h7,h8
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-18.0,0.04056601104005397,-67.83675390973657,9.09,-131.86089500469134,False,0,-104.55226856284087,-69.60329615587735,-117.93597524448197,-74.29681114952045,-130.34888904188173,-77.50137124356976,-121.29554751046709
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-21.0,0.0557922437094043,-65.06852345793011,9.086,-134.86916621549733,False,0,-104.76570495415608,-66.72605386970727,-117.94057108680323,-71.63585393371756,-130.36303901512264,-75.21291049043559,-121.28933138332005
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-24.0,0.07476550256446202,-62.525974861369555,9.081,-137.8910256672007,False,0,-104.913939774393,-63.97288522108376,-117.93926578348942,-69.3516681627249,-130.35119446104994,-73.74146659568298,-121.29309886950237
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-27.0,0.09530411152748612,-60.41776726001791,9.074,-140.91032503314116,False,0,-105.01685647155797,-61.48217228935775,-117.91467918120354,-67.91881992185995,-130.34575002941378,-74.44714108176149,-121.306674163827
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-3.0,0.007439512200128923,-82.56911079375303,9.097,-116.82106686741216,True,0,-101.7297474222729,-84.48494350610163,-118.04380219184765,-89.0895355434161,-130.23230121006685,-91.73030371110403,-121.25647522349196
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-30.0,0.11117261017022577,-59.08004395240657,9.064,-143.92371137673837,False,0,-105.08475294085295,-59.57558035551678,-117.9172333231038,-68.80128215154072,-130.39387060656435,-88.37488184021774,-121.25943503862436
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-36.0,0.10821133247554598,-59.31454510365054,9.036,-149.85702873534575,False,0,-105.14467742835384,-64.56168814449086,-117.80186554400707,-63.06933121899479,-130.3985222347937,-64.8428874261856,-121.19441340383247
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-42.0,0.1381822695158333,-57.19095357417597,9.039,-155.8136279036208,False,0,-105.22756608271338,-57.28882751363572,-117.80333510886237,-74.16335200012091,-130.31758722241915,-83.79168466958389,-121.17531060631862
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-48.0,0.06899708509823749,-63.22338512800591,9.069,-161.81545593471606,False,0,-105.26633623014072,-63.321895056047936,-117.84462138958318,-80.16956559461192,-130.31405705496135,-89.88227796430394,-121.20416636551221
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-54.0,0.03450021926250869,-69.24356289610262,9.083,-167.81620943340383,False,0,-105.28831267394806,-69.3437957966063,-117.86285365376025,-86.13772172171521,-130.2945120713557,-96.01963830659852,-121.21824377424154
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-6.0,0.010472588617868171,-79.59891912000172,9.096,-119.82869737757694,True,0,-102.6419240708733,-81.48093997097268,-117.98631244514446,-86.05610273419828,-130.27967326874258,-88.7929104764076,-121.25657002659823
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-60.0,0.017257957635157174,-75.260212029037,9.091,-173.81856281721397,False,0,-105.30005385318773,-75.36566913676029,-117.87457792050164,-92.05297375808628,-130.3154040296843,-102.27596142796209,-121.22281421223363
api_vision,UAD,API 1608 console channel,console-api,line_gain_0,full,,1000.0,-9.0,0.014751130360873735,-76.62349397923413,9.095,-122.83917993653336,True,0,-103.33137444939047,-78.48914084640475,-117.97433475647901,-83.04622745797923,-130.29088346304323,-85.86504740505376,-121.26413640798857
