slug,maker,models,group,band,target_hz,actual_hz,marking,gain_label,hz,gain_db
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,220.1,0.188
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,2201.4,1.966
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,24.2,0.17
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,242.3,0.191
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,2423.1,2.283
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,26.7,0.168
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,266.7,0.205
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,2667.0,2.634
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,29.4,0.167
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,293.6,0.214
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,2935.6,3.037
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,32.3,0.166
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,323.1,0.21
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,3231.2,3.478
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,35.6,0.166
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,355.7,0.227
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,3556.6,3.974
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,39.1,0.164
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,391.5,0.241
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,3914.7,4.505
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,43.1,0.164
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,430.9,0.247
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,4308.9,5.086
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,47.4,0.164
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,474.3,0.276
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,4742.7,5.69
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,52.2,0.165
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,522.0,0.283
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,5220.3,6.32
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,57.5,0.167
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,574.6,0.321
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,5746.0,6.961
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,63.2,0.169
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,632.5,0.344
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,6324.6,7.564
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,69.6,0.172
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,696.1,0.376
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,6961.4,8.105
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,76.6,0.176
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,766.2,0.429
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,7662.4,8.528
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,84.3,0.179
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,843.4,0.484
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,8433.9,8.786
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,92.8,0.181
api550a,Waves,API 550A,eq-api,high_bell,10000.0,10000.0,dB,+9,928.3,0.544
