slug,maker,models,group,element,gr_target_db,level_dbfs,out_db,gain_db,gr_db
fairchild660,UAD,Fairchild 660 mono,varimu-fairchild,vari-mu,6.0,-48.0,-36.93,11.07,0.0
fairchild660,UAD,Fairchild 660 mono,varimu-fairchild,vari-mu,6.0,-54.0,-42.93,11.07,0.0
fairchild660,UAD,Fairchild 660 mono,varimu-fairchild,vari-mu,6.0,-6.0,-6.482,-0.482,11.552
fairchild660,UAD,Fairchild 660 mono,varimu-fairchild,vari-mu,6.0,-9.0,-6.855,2.145,8.925
fairchild660,UAD,Fairchild 660 mono,varimu-fairchild,vari-mu,6.0,0.0,-5.991,-5.991,17.061
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-12.0,-20.919,-8.919,10.439
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-15.0,-21.556,-6.556,8.076
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-18.0,-22.318,-4.318,5.838
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-21.0,-23.264,-2.264,3.784
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-24.0,-24.483,-0.483,2.003
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-27.0,-26.138,0.862,0.658
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-3.0,-19.392,-16.392,17.912
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-30.0,-28.501,1.499,0.021
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-36.0,-34.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-42.0,-40.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-48.0,-46.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-54.0,-52.48,1.52,0.0
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-6.0,-19.847,-13.847,15.367
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,-9.0,-20.357,-11.357,12.877
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,10.0,0.0,-19.018,-19.018,20.538
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-12.0,-22.493,-10.493,12.013
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-15.0,-23.078,-8.078,9.598
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-18.0,-23.753,-5.753,7.273
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-21.0,-24.573,-3.573,5.093
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-24.0,-25.602,-1.602,3.122
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-27.0,-26.949,0.051,1.469
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-3.0,-21.063,-18.063,19.583
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-30.0,-28.818,1.182,0.338
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-36.0,-34.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-42.0,-40.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-48.0,-46.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-54.0,-52.48,1.52,0.0
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-6.0,-21.483,-15.483,17.003
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,-9.0,-21.963,-12.963,14.483
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,15.0,0.0,-20.737,-20.737,22.257
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-12.0,-13.376,-1.376,2.896
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-15.0,-14.773,0.227,1.293
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-18.0,-16.725,1.275,0.245
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-21.0,-19.475,1.525,-0.005
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-24.0,-22.477,1.523,-0.003
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-27.0,-25.478,1.522,-0.002
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-3.0,-10.795,-7.795,9.315
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-30.0,-28.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-36.0,-34.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-42.0,-40.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-48.0,-46.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-54.0,-52.48,1.52,0.0
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-6.0,-11.477,-5.477,6.997
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,-9.0,-12.316,-3.316,4.836
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,3.0,0.0,-10.216,-10.216,11.736
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-12.0,-16.27,-4.27,5.79
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-15.0,-17.221,-2.221,3.741
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-18.0,-18.447,-0.447,1.967
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-21.0,-20.114,0.886,0.634
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-24.0,-22.495,1.505,0.015
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-27.0,-25.478,1.522,-0.002
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-3.0,-14.315,-11.315,12.835
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-30.0,-28.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-36.0,-34.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-42.0,-40.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-48.0,-46.479,1.521,-0.001
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-54.0,-52.48,1.52,0.0
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-6.0,-14.871,-8.871,10.391
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,-9.0,-15.506,-6.506,8.026
fairchild670,UAD,Fairchild 670 stereo,varimu-fairchild,vari-mu,6.0,0.0,-13.821,-13.821,15.341
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-12.0,-18.871,-6.871,10.032
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-15.0,-19.638,-4.638,7.799
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-18.0,-20.418,-2.418,5.579
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-21.0,-21.215,-0.215,3.376
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-24.0,-22.073,1.927,1.234
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-27.0,-23.839,3.161,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-3.0,-16.594,-13.594,16.755
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-30.0,-26.839,3.161,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-36.0,-32.839,3.161,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-42.0,-38.839,3.161,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-48.0,-44.839,3.161,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-54.0,-50.839,3.161,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-6.0,-17.35,-11.35,14.511
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,-9.0,-18.107,-9.107,12.268
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,10.0,0.0,-15.841,-15.841,19.002
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-12.0,-21.546,-9.546,15.198
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-15.0,-22.309,-7.309,12.961
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-18.0,-23.079,-5.079,10.731
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-21.0,-23.857,-2.857,8.509
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-24.0,-24.648,-0.648,6.3
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-27.0,-25.459,1.541,4.111
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-3.0,-19.279,-16.279,21.931
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-30.0,-26.317,3.683,1.969
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-36.0,-30.348,5.652,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-42.0,-36.348,5.652,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-48.0,-42.348,5.652,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-54.0,-48.348,5.652,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-6.0,-20.028,-14.028,19.68
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,-9.0,-20.788,-11.788,17.44
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,15.0,0.0,-18.518,-18.518,24.17
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-12.0,-15.231,-3.231,2.964
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-15.0,-16.099,-1.099,0.832
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-18.0,-18.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-21.0,-21.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-24.0,-24.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-27.0,-27.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-3.0,-12.909,-9.909,9.642
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-30.0,-30.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-36.0,-36.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-42.0,-42.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-48.0,-48.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-54.0,-54.267,-0.267,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-6.0,-13.671,-7.671,7.404
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,-9.0,-14.441,-5.441,5.174
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,3.0,0.0,-12.151,-12.151,11.884
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-12.0,-16.903,-4.903,6.223
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-15.0,-17.685,-2.685,4.005
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-18.0,-18.504,-0.504,1.824
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-21.0,-19.688,1.312,0.008
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-24.0,-22.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-27.0,-25.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-3.0,-14.615,-11.615,12.935
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-30.0,-28.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-36.0,-34.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-42.0,-40.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-48.0,-46.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-54.0,-52.68,1.32,0.0
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-6.0,-15.372,-9.372,10.692
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,-9.0,-16.133,-7.133,8.453
h_comp,Waves,"hybrid, analogue-modelled",digital,hybrid,6.0,0.0,-13.857,-13.857,15.177
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-12.0,-24.088,-12.088,9.078
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-15.0,-25.589,-10.589,7.579
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-18.0,-27.09,-9.09,6.08
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-21.0,-28.592,-7.592,4.582
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-24.0,-30.095,-6.095,3.085
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-27.0,-31.598,-4.598,1.588
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-3.0,-19.587,-16.587,13.577
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-30.0,-33.11,-3.11,0.1
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-36.0,-39.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-42.0,-45.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-48.0,-51.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-54.0,-57.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-6.0,-21.087,-15.087,12.077
kh_comp,Kilohearts,clean digital,digital,digital,10.0,-9.0,-22.588,-13.588,10.578
kh_comp,Kilohearts,clean digital,digital,digital,10.0,0.0,-18.087,-18.087,15.077
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-12.0,-24.088,-12.088,9.078
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-15.0,-25.589,-10.589,7.579
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-18.0,-27.09,-9.09,6.08
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-21.0,-28.592,-7.592,4.582
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-24.0,-30.095,-6.095,3.085
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-27.0,-31.598,-4.598,1.588
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-3.0,-19.587,-16.587,13.577
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-30.0,-33.11,-3.11,0.1
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-36.0,-39.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-42.0,-45.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-48.0,-51.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-54.0,-57.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-6.0,-21.087,-15.087,12.077
kh_comp,Kilohearts,clean digital,digital,digital,15.0,-9.0,-22.588,-13.588,10.578
kh_comp,Kilohearts,clean digital,digital,digital,15.0,0.0,-18.087,-18.087,15.077
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-12.0,-17.188,-5.188,2.178
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-15.0,-18.689,-3.689,0.679
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-18.0,-21.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-21.0,-24.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-24.0,-27.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-27.0,-30.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-3.0,-12.687,-9.687,6.677
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-30.0,-33.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-36.0,-39.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-42.0,-45.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-48.0,-51.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-54.0,-57.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-6.0,-14.187,-8.187,5.177
kh_comp,Kilohearts,clean digital,digital,digital,3.0,-9.0,-15.688,-6.688,3.678
kh_comp,Kilohearts,clean digital,digital,digital,3.0,0.0,-11.187,-11.187,8.177
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-12.0,-21.788,-9.788,6.778
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-15.0,-23.289,-8.289,5.279
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-18.0,-24.79,-6.79,3.78
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-21.0,-26.292,-5.292,2.282
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-24.0,-27.795,-3.795,0.785
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-27.0,-30.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-3.0,-17.287,-14.287,11.277
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-30.0,-33.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-36.0,-39.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-42.0,-45.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-48.0,-51.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-54.0,-57.01,-3.01,0.0
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-6.0,-18.787,-12.787,9.777
kh_comp,Kilohearts,clean digital,digital,digital,6.0,-9.0,-20.287,-11.287,8.277
kh_comp,Kilohearts,clean digital,digital,digital,6.0,0.0,-15.786,-15.786,12.776
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-12.0,-25.116,-13.116,10.106
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-15.0,-25.642,-10.642,7.632
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-18.0,-26.205,-8.205,5.195
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-21.0,-26.832,-5.832,2.822
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-24.0,-27.609,-3.609,0.599
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-27.0,-30.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-3.0,-23.654,-20.654,17.644
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-30.0,-33.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-36.0,-39.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-42.0,-45.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-48.0,-51.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-54.0,-57.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-6.0,-24.129,-18.129,15.119
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,-9.0,-24.615,-15.615,12.605
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,10.0,0.0,-23.187,-23.187,20.177
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-12.0,-30.045,-18.045,15.035
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-15.0,-30.531,-15.531,12.521
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-18.0,-31.033,-13.033,10.023
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-21.0,-31.56,-10.56,7.55
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-24.0,-32.124,-8.124,5.114
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-27.0,-32.754,-5.754,2.744
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-3.0,-28.639,-25.639,22.629
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-30.0,-33.541,-3.541,0.531
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-36.0,-39.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-42.0,-45.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-48.0,-51.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-54.0,-57.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-6.0,-29.102,-23.102,20.092
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,-9.0,-29.57,-20.57,17.56
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,15.0,0.0,-28.18,-28.18,25.17
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-12.0,-18.026,-6.026,3.016
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-15.0,-18.782,-3.782,0.772
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-18.0,-21.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-21.0,-24.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-24.0,-27.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-27.0,-30.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-3.0,-16.324,-13.324,10.314
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-30.0,-33.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-36.0,-39.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-42.0,-45.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-48.0,-51.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-54.0,-57.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-6.0,-16.847,-10.847,7.837
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,-9.0,-17.406,-8.406,5.396
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,3.0,0.0,-15.824,-15.824,12.814
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-12.0,-21.012,-9.012,6.002
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-15.0,-21.613,-6.613,3.603
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-18.0,-22.32,-4.32,1.31
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-21.0,-24.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-24.0,-27.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-27.0,-30.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-3.0,-19.452,-16.452,13.442
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-30.0,-33.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-36.0,-39.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-42.0,-45.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-48.0,-51.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-54.0,-57.01,-3.01,0.0
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-6.0,-19.947,-13.947,10.937
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,-9.0,-20.463,-11.463,8.453
kotelnikov,Tokyo Dawn,"clean digital, states its times",digital,digital,6.0,0.0,-18.97,-18.97,15.96
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-12.0,-14.873,-2.873,10.973
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-15.0,-15.43,-0.43,8.53
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-18.0,-16.047,1.953,6.147
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-21.0,-16.772,4.228,3.872
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-24.0,-17.727,6.273,1.827
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-27.0,-19.277,7.723,0.377
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-3.0,-13.324,-10.324,18.424
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-30.0,-21.903,8.097,0.003
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-36.0,-27.899,8.101,-0.001
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-42.0,-33.9,8.1,0.0
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-48.0,-39.9,8.1,0.0
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-54.0,-45.9,8.1,0.0
la2a,UAD,Teletronix LA-2A,opto-la2a,opto,10.0,-6.0,-13.843,-7.843,15.943
